restart,init_type,initial_energy,best_energy,final_energy,energy_improvement,accepted_moves,run_seconds,human_count,assignment_violations,overlap_violations,precedence_violations,feasible
0,greedy_feasible,201.44999999999993,52.199999999999974,52.199999999999974,149.24999999999994,556,3.1885082721710205,4,0,0,0,True
1,random_one_start,302.8,50.14999999999957,50.14999999999957,252.65000000000043,711,3.197971820831299,4,0,0,0,True
2,random_one_start,355.2,51.84999999999974,51.84999999999974,303.35000000000025,657,3.270677089691162,4,0,0,0,True
3,random_one_start,294.59999999999997,52.550000000000175,52.55000000000018,242.04999999999978,617,3.2225091457366943,4,0,0,0,True
4,random_one_start,278.5,51.34999999999988,51.34999999999989,227.15000000000012,523,3.1854143142700195,4,0,0,0,True
5,random_one_start,271.85,51.44999999999983,51.44999999999983,220.4000000000002,547,3.2663440704345703,4,0,0,0,True
6,random_one_start,239.39999999999998,51.9999999999999,51.9999999999999,187.4000000000001,589,3.2258787155151367,4,0,0,0,True
7,random_one_start,431.84999999999997,52.20000000000002,52.20000000000002,379.65,658,3.209290027618408,4,0,0,0,True
8,random_one_start,330.1,51.15000000000002,51.15000000000002,278.95,589,3.2183921337127686,4,0,0,0,True
9,random_one_start,362.3,52.399999999999935,52.39999999999994,309.9000000000001,583,3.2141001224517822,4,0,0,0,True
10,random_one_start,364.75,53.99999999999991,53.99999999999991,310.7500000000001,580,3.1885149478912354,4,0,0,0,True
11,random_one_start,297.2,52.999999999999844,52.999999999999844,244.20000000000016,685,3.230325937271118,4,0,0,0,True
12,random_one_start,296.4,51.80000000000001,51.80000000000001,244.59999999999997,707,3.297358274459839,4,0,0,0,True
13,random_one_start,421.90000000000003,53.94999999999974,53.94999999999975,367.9500000000003,631,3.2513983249664307,4,0,0,0,True
14,random_one_start,303.55,51.74999999999989,51.74999999999989,251.80000000000013,548,3.2074899673461914,4,0,0,0,True
15,random_one_start,287.04999999999995,51.85000000000007,51.85000000000007,235.19999999999987,576,3.1955137252807617,3,0,0,0,True
16,random_one_start,257.75,50.99999999999973,50.99999999999973,206.75000000000028,621,3.2374379634857178,4,0,0,0,True
17,random_one_start,354.0,51.64999999999992,51.64999999999993,302.3500000000001,603,3.212636947631836,4,0,0,0,True
18,random_one_start,349.3,52.45000000000005,52.45000000000005,296.84999999999997,580,3.2299551963806152,4,0,0,0,True
19,random_one_start,316.5,52.14999999999975,52.14999999999975,264.35000000000025,593,3.278791904449463,4,0,0,0,True
20,random_one_start,350.9,50.94999999999989,50.94999999999989,299.9500000000001,649,3.223376750946045,4,0,0,0,True
21,random_one_start,344.25,51.199999999999754,51.19999999999976,293.05000000000024,626,3.2690560817718506,4,0,0,0,True
22,random_one_start,317.09999999999997,53.84999999999988,53.84999999999988,263.2500000000001,532,3.2477753162384033,4,0,0,0,True
23,random_one_start,236.75,52.09999999999974,52.099999999999746,184.65000000000026,620,3.3431689739227295,4,0,0,0,True
24,random_one_start,326.69999999999993,51.64999999999979,51.64999999999979,275.0500000000001,575,3.2945716381073,4,0,0,0,True
25,random_one_start,291.45,52.499999999999886,52.499999999999886,238.9500000000001,544,3.2918081283569336,4,0,0,0,True
26,random_one_start,273.54999999999995,50.9999999999998,50.9999999999998,222.55000000000015,533,3.1909470558166504,4,0,0,0,True
27,random_one_start,378.25,51.7499999999999,51.7499999999999,326.5000000000001,513,3.2489988803863525,4,0,0,0,True
28,random_one_start,283.0,51.449999999999584,51.44999999999959,231.5500000000004,696,3.235980987548828,4,0,0,0,True
29,random_one_start,333.15,53.249999999999716,53.249999999999716,279.90000000000026,716,3.3510420322418213,4,0,0,0,True
