restart,init_type,initial_energy,best_energy,final_energy,energy_improvement,accepted_moves,run_seconds,human_count,assignment_violations,overlap_violations,precedence_violations,feasible
0,greedy_feasible,201.44999999999993,52.00000000000021,52.00000000000021,149.4499999999997,1190,3.236010789871216,4,0,0,0,True
1,random_one_start,268.0,52.299999999999244,52.299999999999244,215.70000000000076,1211,3.2233598232269287,4,0,0,0,True
2,random_one_start,237.0,53.449999999999754,53.449999999999754,183.55000000000024,1153,3.2009360790252686,4,0,0,0,True
3,random_one_start,259.5,53.79999999999971,53.79999999999971,205.70000000000027,1248,3.296334743499756,4,0,0,0,True
4,random_one_start,406.0,50.949999999999676,50.949999999999676,355.0500000000003,1005,3.2072200775146484,4,0,0,0,True
5,random_one_start,346.35,50.80000000000018,50.80000000000018,295.54999999999984,1112,3.2327780723571777,4,0,0,0,True
6,random_one_start,268.59999999999997,51.44999999999952,51.44999999999952,217.15000000000043,1107,3.2166781425476074,4,0,0,0,True
7,random_one_start,240.35000000000002,52.950000000000315,52.950000000000315,187.3999999999997,1084,3.2348620891571045,4,0,0,0,True
8,random_one_start,296.45000000000005,51.500000000000064,51.500000000000064,244.95,1091,3.2231950759887695,4,0,0,0,True
9,random_one_start,337.65,50.09999999999984,50.099999999999845,287.5500000000001,1040,3.2719008922576904,4,0,0,0,True
10,random_one_start,374.9,53.34999999999983,53.34999999999983,321.5500000000001,1188,3.1662399768829346,4,0,0,0,True
11,random_one_start,354.85,50.65000000000032,50.65000000000032,304.1999999999997,1214,3.204745054244995,4,0,0,0,True
12,random_one_start,316.8,51.39999999999964,51.39999999999964,265.4000000000004,1193,3.231151819229126,4,0,0,0,True
13,random_one_start,342.9,52.349999999999554,52.349999999999554,290.5500000000004,1201,3.217851161956787,4,0,0,0,True
14,random_one_start,336.5,51.84999999999977,51.84999999999977,284.6500000000002,1239,3.2010931968688965,4,0,0,0,True
15,random_one_start,381.6,50.549999999999535,50.549999999999535,331.05000000000047,1135,3.215445041656494,4,0,0,0,True
16,random_one_start,291.94999999999993,51.89999999999994,51.89999999999994,240.04999999999998,1159,3.2201802730560303,4,0,0,0,True
17,random_one_start,311.0,51.550000000000004,51.55000000000001,259.45,1088,3.2103700637817383,4,0,0,0,True
18,random_one_start,316.04999999999995,51.75000000000019,51.75000000000019,264.2999999999998,1180,3.173438787460327,4,0,0,0,True
19,random_one_start,358.34999999999997,50.899999999999935,50.899999999999935,307.45000000000005,1168,3.2292559146881104,4,0,0,0,True
20,random_one_start,327.85,51.84999999999981,51.84999999999981,276.0000000000002,1124,3.2479398250579834,4,0,0,0,True
21,random_one_start,397.15,51.65000000000001,51.65000000000001,345.49999999999994,1159,3.257134199142456,4,0,0,0,True
22,random_one_start,285.95000000000005,53.40000000000017,53.400000000000176,232.54999999999987,1225,3.205542802810669,4,0,0,0,True
23,random_one_start,294.40000000000003,52.64999999999969,52.64999999999969,241.75000000000034,1184,3.2400779724121094,4,0,0,0,True
24,random_one_start,326.7,51.849999999999746,51.849999999999746,274.85000000000025,1187,3.2228500843048096,4,0,0,0,True
25,random_one_start,256.69999999999993,51.34999999999971,51.34999999999971,205.35000000000022,1224,3.2388999462127686,4,0,0,0,True
26,random_one_start,260.49999999999994,52.949999999999555,52.94999999999956,207.55000000000038,1240,3.169545888900757,4,0,0,0,True
27,random_one_start,443.65,50.84999999999965,50.84999999999965,392.8000000000003,1089,3.210371255874634,4,0,0,0,True
28,random_one_start,293.1,51.44999999999989,51.44999999999989,241.65000000000015,1121,3.3170669078826904,4,0,0,0,True
29,random_one_start,319.9,52.89999999999972,52.89999999999972,267.0000000000002,1036,3.2176191806793213,4,0,0,0,True
30,random_one_start,382.55,53.09999999999958,53.09999999999958,329.45000000000044,1132,3.2577810287475586,4,0,0,0,True
31,random_one_start,462.05,51.050000000000125,51.050000000000125,410.9999999999999,1106,3.2252542972564697,4,0,0,0,True
32,random_one_start,255.55,52.19999999999985,52.19999999999985,203.35000000000016,1188,3.26318621635437,4,0,0,0,True
33,random_one_start,300.59999999999997,52.699999999999946,52.699999999999946,247.90000000000003,1189,3.2238032817840576,4,0,0,0,True
34,random_one_start,306.05,51.40000000000026,51.40000000000026,254.64999999999975,1173,3.1992859840393066,4,0,0,0,True
35,random_one_start,323.25,51.999999999999815,51.999999999999815,271.25000000000017,1229,3.198859214782715,4,0,0,0,True
36,random_one_start,298.2,53.14999999999975,53.14999999999976,245.05000000000024,1174,3.169114828109741,4,0,0,0,True
37,random_one_start,416.95,54.39999999999972,54.39999999999972,362.5500000000003,1197,3.2360267639160156,4,0,0,0,True
38,random_one_start,291.70000000000005,53.34999999999975,53.34999999999976,238.3500000000003,1210,3.2157318592071533,4,0,0,0,True
39,random_one_start,293.20000000000005,51.10000000000022,51.10000000000022,242.09999999999982,1084,3.198309898376465,4,0,0,0,True
40,random_one_start,235.0,52.69999999999969,52.6999999999997,182.3000000000003,1173,3.241793155670166,4,0,0,0,True
41,random_one_start,280.80000000000007,52.50000000000002,52.50000000000003,228.30000000000004,1137,3.2268288135528564,4,0,0,0,True
42,random_one_start,355.15000000000003,51.49999999999977,51.49999999999977,303.65000000000026,1121,3.1983330249786377,4,0,0,0,True
43,random_one_start,302.5,50.84999999999967,50.84999999999967,251.65000000000032,1131,3.238142967224121,4,0,0,0,True
44,random_one_start,390.30000000000007,50.95000000000027,50.95000000000027,339.3499999999998,1110,3.195005178451538,4,0,0,0,True
45,random_one_start,271.1,51.89999999999992,51.89999999999992,219.2000000000001,1188,3.2189221382141113,4,0,0,0,True
46,random_one_start,264.05000000000007,52.299999999999756,52.299999999999756,211.7500000000003,1125,3.2000820636749268,4,0,0,0,True
47,random_one_start,356.1,51.94999999999936,51.94999999999936,304.15000000000066,1102,3.24068284034729,4,0,0,0,True
48,random_one_start,346.70000000000005,50.750000000000355,50.75000000000036,295.9499999999997,1096,3.1947147846221924,4,0,0,0,True
49,random_one_start,256.65,52.84999999999978,52.84999999999978,203.80000000000018,1109,3.2258963584899902,4,0,0,0,True
