restart,init_type,initial_energy,best_energy,final_energy,energy_improvement,accepted_moves,run_seconds,human_count,assignment_violations,overlap_violations,precedence_violations,feasible
0,greedy_feasible,201.44999999999993,53.24999999999988,53.24999999999988,148.20000000000005,954,3.23995304107666,4,0,0,0,True
1,random_one_start,408.0,51.349999999999575,51.349999999999575,356.65000000000043,1033,3.2213430404663086,4,0,0,0,True
2,random_one_start,294.3,51.499999999999815,51.499999999999815,242.80000000000018,1045,3.2140629291534424,4,0,0,0,True
3,random_one_start,355.9,51.599999999999845,51.599999999999845,304.3000000000001,1086,3.270285129547119,4,0,0,0,True
4,random_one_start,293.25,52.19999999999982,52.19999999999982,241.05000000000018,1020,3.3979451656341553,4,0,0,0,True
5,random_one_start,353.70000000000005,53.150000000000105,53.150000000000105,300.54999999999995,958,3.257633924484253,4,0,0,0,True
6,random_one_start,294.65,51.250000000000064,51.250000000000064,243.39999999999992,1022,3.268808126449585,4,0,0,0,True
7,random_one_start,324.9,53.74999999999986,53.74999999999986,271.1500000000001,1076,3.2564258575439453,4,0,0,0,True
8,random_one_start,354.75,51.49999999999976,51.49999999999976,303.2500000000002,1102,3.2098281383514404,4,0,0,0,True
9,random_one_start,287.7,52.049999999999834,52.049999999999834,235.65000000000015,933,3.2174463272094727,4,0,0,0,True
10,random_one_start,297.54999999999995,55.400000000000084,55.40000000000009,242.14999999999986,987,3.2432198524475098,4,0,0,0,True
11,random_one_start,302.5,51.34999999999985,51.34999999999985,251.15000000000015,1062,3.2458338737487793,4,0,0,0,True
12,random_one_start,376.55,53.149999999999885,53.14999999999989,323.40000000000015,1019,3.2364354133605957,4,0,0,0,True
13,random_one_start,292.95,51.14999999999968,51.14999999999968,241.8000000000003,991,3.2706692218780518,4,0,0,0,True
14,random_one_start,294.0,52.299999999999926,52.29999999999994,241.70000000000007,911,3.250710964202881,4,0,0,0,True
15,random_one_start,300.40000000000003,53.84999999999991,53.849999999999916,246.55000000000013,1096,3.281306266784668,4,0,0,0,True
16,random_one_start,265.05,53.39999999999969,53.39999999999969,211.65000000000032,1054,3.2986228466033936,4,0,0,0,True
17,random_one_start,333.65,52.849999999999824,52.849999999999824,280.8000000000002,992,3.2304699420928955,4,0,0,0,True
18,random_one_start,304.5,51.64999999999981,51.64999999999981,252.8500000000002,1075,3.2579970359802246,4,0,0,0,True
19,random_one_start,348.1,54.50000000000012,54.50000000000012,293.5999999999999,972,3.262305736541748,4,0,0,0,True
20,random_one_start,325.1,50.14999999999993,50.14999999999993,274.9500000000001,1019,3.263782262802124,4,0,0,0,True
21,random_one_start,356.7,50.149999999999494,50.149999999999494,306.5500000000005,1183,3.2650539875030518,4,0,0,0,True
22,random_one_start,318.55,52.94999999999994,52.94999999999994,265.6000000000001,1099,3.2327520847320557,4,0,0,0,True
23,random_one_start,294.95,51.84999999999968,51.84999999999968,243.1000000000003,1030,3.2078258991241455,4,0,0,0,True
24,random_one_start,342.55,49.900000000000034,49.900000000000034,292.65,924,3.250187873840332,4,0,0,0,True
25,random_one_start,322.09999999999997,51.89999999999978,51.89999999999978,270.20000000000016,982,3.2764999866485596,4,0,0,0,True
26,random_one_start,353.79999999999995,51.599999999999824,51.599999999999824,302.20000000000016,992,3.2514290809631348,4,0,0,0,True
27,random_one_start,345.3,53.0499999999998,53.0499999999998,292.2500000000002,1057,3.269771099090576,4,0,0,0,True
28,random_one_start,263.15000000000003,51.34999999999974,51.34999999999974,211.8000000000003,1082,3.326342821121216,4,0,0,0,True
29,random_one_start,287.3,53.699999999999356,53.69999999999936,233.60000000000065,977,3.3722450733184814,4,0,0,0,True
