restart,init_type,initial_energy,best_energy,final_energy,energy_improvement,accepted_moves,run_seconds,human_count,assignment_violations,overlap_violations,precedence_violations,feasible
0,greedy_feasible,201.44999999999993,54.599999999999945,54.599999999999945,146.85,1204,3.3262367248535156,4,0,0,0,True
1,random_one_start,379.05,50.799999999999805,50.79999999999981,328.2500000000002,1153,3.258044958114624,4,0,0,0,True
2,random_one_start,318.54999999999995,52.39999999999978,52.39999999999978,266.1500000000002,1191,3.38401198387146,4,0,0,0,True
3,random_one_start,316.05,50.149999999999466,50.149999999999466,265.90000000000055,1188,3.2611260414123535,4,0,0,0,True
4,random_one_start,330.65,52.69999999999959,52.69999999999959,277.9500000000004,1139,3.2670698165893555,4,0,0,0,True
5,random_one_start,420.65000000000003,53.699999999999555,53.699999999999555,366.9500000000005,1117,3.283402919769287,4,0,0,0,True
6,random_one_start,319.6,53.85000000000021,53.85000000000021,265.74999999999983,1241,3.300323009490967,4,0,0,0,True
7,random_one_start,329.20000000000005,52.799999999999784,52.799999999999784,276.40000000000026,1188,3.2663862705230713,4,0,0,0,True
8,random_one_start,411.25,51.15000000000006,51.15000000000006,360.0999999999999,1089,3.2501609325408936,4,0,0,0,True
9,random_one_start,371.75000000000006,53.30000000000041,53.30000000000041,318.44999999999965,1107,3.2186200618743896,4,0,0,0,True
10,random_one_start,319.05,54.749999999999886,54.749999999999886,264.3000000000001,1053,3.2572779655456543,4,0,0,0,True
11,random_one_start,226.55,52.300000000000125,52.30000000000013,174.2499999999999,1234,3.2758238315582275,4,0,0,0,True
12,random_one_start,355.45,52.30000000000001,52.30000000000001,303.15,1138,3.3604979515075684,4,0,0,0,True
13,random_one_start,328.2,52.89999999999966,52.89999999999967,275.30000000000035,1080,3.335085153579712,4,0,0,0,True
14,random_one_start,251.85000000000002,52.54999999999983,52.54999999999983,199.30000000000018,1152,3.3267037868499756,4,0,0,0,True
15,random_one_start,250.14999999999998,53.25,53.250000000000014,196.89999999999998,1153,3.2402920722961426,4,0,0,0,True
16,random_one_start,235.25,53.20000000000004,53.200000000000045,182.04999999999995,1136,3.267280101776123,4,0,0,0,True
17,random_one_start,387.20000000000005,51.69999999999974,51.69999999999974,335.5000000000003,1211,3.284406900405884,4,0,0,0,True
18,random_one_start,417.0,50.60000000000002,50.60000000000003,366.4,1112,3.265362024307251,4,0,0,0,True
19,random_one_start,322.15,52.14999999999989,52.14999999999989,270.0000000000001,1219,3.332104206085205,4,0,0,0,True
20,random_one_start,389.2,54.24999999999965,54.24999999999965,334.95000000000033,1087,3.292739152908325,4,0,0,0,True
21,random_one_start,326.29999999999995,53.24999999999976,53.24999999999976,273.0500000000002,1108,3.3050148487091064,4,0,0,0,True
22,random_one_start,207.89999999999998,53.94999999999998,53.94999999999998,153.95,1154,3.307675838470459,4,0,0,0,True
23,random_one_start,451.1,53.200000000000486,53.200000000000486,397.8999999999995,1008,3.224398136138916,4,0,0,0,True
24,random_one_start,358.1,50.8499999999999,50.849999999999916,307.2500000000001,1118,3.2672572135925293,4,0,0,0,True
25,random_one_start,295.1,51.050000000000274,51.050000000000274,244.04999999999976,1196,3.3225901126861572,4,0,0,0,True
26,random_one_start,366.20000000000005,50.499999999999794,50.499999999999794,315.7000000000003,1129,3.3907887935638428,4,0,0,0,True
27,random_one_start,303.85,50.649999999999814,50.649999999999814,253.20000000000022,1157,3.2519381046295166,4,0,0,0,True
28,random_one_start,348.85,51.2500000000005,51.2500000000005,297.5999999999995,1149,3.2755730152130127,4,0,0,0,True
29,random_one_start,324.9,53.79999999999994,53.79999999999995,271.1,1180,3.2636258602142334,4,0,0,0,True
