restart,init_type,initial_energy,best_energy,final_energy,energy_improvement,accepted_moves,run_seconds,human_count,assignment_violations,overlap_violations,precedence_violations,feasible
0,greedy_feasible,201.44999999999993,50.64999999999934,50.64999999999934,150.80000000000058,2870,6.485040903091431,4,0,0,0,True
1,random_one_start,303.70000000000005,50.399999999999906,50.399999999999906,253.30000000000013,2718,6.400117874145508,4,0,0,0,True
2,random_one_start,300.4,52.249999999999666,52.249999999999666,248.15000000000032,2826,6.448943138122559,4,0,0,0,True
3,random_one_start,351.15000000000003,49.50000000000023,49.50000000000023,301.6499999999998,2791,6.45025110244751,4,0,0,0,True
4,random_one_start,357.54999999999995,51.04999999999954,51.04999999999954,306.5000000000004,2810,6.42586874961853,4,0,0,0,True
5,random_one_start,430.44999999999993,50.9500000000005,50.9500000000005,379.49999999999943,2803,6.579457998275757,4,0,0,0,True
6,random_one_start,368.95,50.49999999999942,50.49999999999942,318.45000000000056,2658,6.443631172180176,4,0,0,0,True
7,random_one_start,231.14999999999998,51.39999999999996,51.39999999999998,179.75,2771,6.450564861297607,4,0,0,0,True
8,random_one_start,260.95000000000005,50.64999999999984,50.64999999999984,210.3000000000002,2678,7.327100038528442,4,0,0,0,True
9,random_one_start,255.09999999999997,50.449999999999875,50.449999999999875,204.6500000000001,2652,7.871772050857544,4,0,0,0,True
10,random_one_start,428.1,49.89999999999949,49.89999999999949,378.20000000000056,2734,6.957396984100342,4,0,0,0,True
11,random_one_start,346.8,50.19999999999941,50.19999999999942,296.6000000000006,2856,8.010118007659912,4,0,0,0,True
12,random_one_start,416.25,50.84999999999983,50.899999999999835,365.40000000000015,2773,7.0488831996917725,4,0,0,0,True
13,random_one_start,329.0,52.14999999999956,52.14999999999956,276.8500000000004,2784,6.877902030944824,4,0,0,0,True
14,random_one_start,413.4,50.5499999999994,50.5499999999994,362.8500000000006,2981,7.8533947467803955,4,0,0,0,True
15,random_one_start,293.0,50.00000000000044,50.00000000000044,242.99999999999955,2635,7.51455020904541,4,0,0,0,True
16,random_one_start,294.75,50.19999999999981,50.199999999999825,244.55000000000018,2567,7.661974191665649,4,0,0,0,True
17,random_one_start,326.35,50.9999999999999,50.9999999999999,275.35000000000014,3076,7.31244683265686,4,0,0,0,True
18,random_one_start,378.95000000000005,49.699999999999676,49.699999999999676,329.25000000000034,2715,6.575801134109497,4,0,0,0,True
19,random_one_start,340.29999999999995,50.84999999999962,50.84999999999962,289.45000000000033,2760,6.486882209777832,4,0,0,0,True
20,random_one_start,451.4,51.999999999999645,51.999999999999645,399.4000000000003,2723,6.543698787689209,4,0,0,0,True
21,random_one_start,289.45,50.14999999999998,50.14999999999998,239.3,2973,6.512618541717529,4,0,0,0,True
22,random_one_start,326.30000000000007,50.95000000000004,50.95000000000004,275.35,2728,6.600512981414795,4,0,0,0,True
23,random_one_start,413.4,52.599999999999866,52.599999999999866,360.8000000000001,2887,6.505122900009155,4,0,0,0,True
24,random_one_start,379.25,52.24999999999957,52.249999999999574,327.00000000000045,2812,6.527780771255493,4,0,0,0,True
25,random_one_start,323.1,50.84999999999948,50.84999999999949,272.25000000000057,2657,6.5542168617248535,4,0,0,0,True
26,random_one_start,377.5,49.249999999999055,49.249999999999055,328.25000000000097,2678,6.57600998878479,4,0,0,0,True
27,random_one_start,359.2,51.94999999999905,51.94999999999906,307.2500000000009,2796,6.450396776199341,4,0,0,0,True
28,random_one_start,306.25,50.0499999999999,50.0499999999999,256.2000000000001,2703,6.523369789123535,4,0,0,0,True
29,random_one_start,225.14999999999998,51.949999999999434,51.949999999999434,173.20000000000056,2748,6.6765429973602295,4,0,0,0,True
