config_name,read,bitstring,energy,is_optimum,feasible,assignment,processing,workload,ergonomic,safety,original_cost,assignment_penalty,skill_penalty,robot_utilization_penalty,total_penalty,total_cost
steps_500_T10_to_001,32,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,33,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,34,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,35,100100100001,40.1,False,True,"{'O11': ['H'], 'O12': ['H'], 'O21': ['H'], 'O22': ['M']}",19,7.0,9.1,0.0,35.1,0,0,5,5,40.1
steps_500_T10_to_001,36,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,37,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,38,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_500_T10_to_001,39,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,40,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,41,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_500_T10_to_001,42,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,43,100100010001,32.0,False,True,"{'O11': ['H'], 'O12': ['H'], 'O21': ['R'], 'O22': ['M']}",18,5.0,7.0,2.0,32.0,0,0,0,0,32.0
steps_500_T10_to_001,44,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,45,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_500_T10_to_001,46,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,47,010001010001,25.0,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",17,0.0,0.0,3.0,20.0,0,0,5,5,25.0
steps_500_T10_to_001,48,010100100100,43.5,False,True,"{'O11': ['R'], 'O12': ['H'], 'O21': ['H'], 'O22': ['H']}",24,8.0,10.5,1.0,43.5,0,0,0,0,43.5
steps_500_T10_to_001,49,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,50,100100010001,32.0,False,True,"{'O11': ['H'], 'O12': ['H'], 'O21': ['R'], 'O22': ['M']}",18,5.0,7.0,2.0,32.0,0,0,0,0,32.0
steps_500_T10_to_001,51,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,52,010001100100,31.4,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['H']}",21,4.5,4.8999999999999995,1.0,31.4,0,0,0,0,31.4
steps_500_T10_to_001,53,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,54,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_500_T10_to_001,55,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,56,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_500_T10_to_001,57,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,58,001100010001,30.1,False,True,"{'O11': ['M'], 'O12': ['H'], 'O21': ['R'], 'O22': ['M']}",19,3.5,5.6,2.0,30.1,0,0,0,0,30.1
steps_500_T10_to_001,59,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,60,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,61,100001010100,28.199999999999996,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",18,4.0,4.199999999999999,2.0,28.2,0,0,0,0,28.2
steps_500_T10_to_001,62,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,63,100001010100,28.199999999999996,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",18,4.0,4.199999999999999,2.0,28.2,0,0,0,0,28.2
steps_500_T10_to_001,64,100001100001,28.0,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",16,3.5,3.5,0.0,23.0,0,0,5,5,28.0
steps_500_T10_to_001,65,010001100100,31.4,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['H']}",21,4.5,4.8999999999999995,1.0,31.4,0,0,0,0,31.4
steps_500_T10_to_001,66,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,67,010001010001,25.0,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",17,0.0,0.0,3.0,20.0,0,0,5,5,25.0
steps_500_T10_to_001,68,100001100001,28.0,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",16,3.5,3.5,0.0,23.0,0,0,5,5,28.0
steps_500_T10_to_001,69,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,70,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,71,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,72,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,73,100001100001,28.0,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",16,3.5,3.5,0.0,23.0,0,0,5,5,28.0
steps_500_T10_to_001,74,001100010001,30.1,False,True,"{'O11': ['M'], 'O12': ['H'], 'O21': ['R'], 'O22': ['M']}",19,3.5,5.6,2.0,30.1,0,0,0,0,30.1
steps_500_T10_to_001,75,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,76,001001100100,34.400000000000006,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['H']}",20,4.5,4.8999999999999995,0.0,29.4,0,0,5,5,34.4
steps_500_T10_to_001,77,010100100001,35.2,False,True,"{'O11': ['R'], 'O12': ['H'], 'O21': ['H'], 'O22': ['M']}",21,5.5,7.699999999999999,1.0,35.2,0,0,0,0,35.2
steps_500_T10_to_001,78,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_500_T10_to_001,79,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,80,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,81,100001100001,28.0,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",16,3.5,3.5,0.0,23.0,0,0,5,5,28.0
steps_500_T10_to_001,82,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,83,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,84,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,85,001100010100,38.400000000000006,False,True,"{'O11': ['M'], 'O12': ['H'], 'O21': ['R'], 'O22': ['H']}",22,6.0,8.399999999999999,2.0,38.4,0,0,0,0,38.4
steps_500_T10_to_001,86,100001010100,28.199999999999996,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",18,4.0,4.199999999999999,2.0,28.2,0,0,0,0,28.2
steps_500_T10_to_001,87,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,88,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,89,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,90,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_500_T10_to_001,91,010001010001,25.0,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",17,0.0,0.0,3.0,20.0,0,0,5,5,25.0
steps_500_T10_to_001,92,100001100001,28.0,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",16,3.5,3.5,0.0,23.0,0,0,5,5,28.0
steps_500_T10_to_001,93,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_500_T10_to_001,94,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_500_T10_to_001,95,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,96,001001100100,34.400000000000006,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['H']}",20,4.5,4.8999999999999995,0.0,29.4,0,0,5,5,34.4
steps_500_T10_to_001,97,001100100001,38.2,False,True,"{'O11': ['M'], 'O12': ['H'], 'O21': ['H'], 'O22': ['M']}",20,5.5,7.699999999999999,0.0,33.2,0,0,5,5,38.2
steps_500_T10_to_001,98,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_500_T10_to_001,99,001100100001,38.2,False,True,"{'O11': ['M'], 'O12': ['H'], 'O21': ['H'], 'O22': ['M']}",20,5.5,7.699999999999999,0.0,33.2,0,0,5,5,38.2
steps_1000_T10_to_001,0,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,1,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,2,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,3,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,4,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,5,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,6,100100010001,32.0,False,True,"{'O11': ['H'], 'O12': ['H'], 'O21': ['R'], 'O22': ['M']}",18,5.0,7.0,2.0,32.0,0,0,0,0,32.0
steps_1000_T10_to_001,7,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,8,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,9,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,10,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,11,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,12,001001100100,34.400000000000006,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['H']}",20,4.5,4.8999999999999995,0.0,29.4,0,0,5,5,34.4
steps_1000_T10_to_001,13,100001100001,28.0,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",16,3.5,3.5,0.0,23.0,0,0,5,5,28.0
steps_1000_T10_to_001,14,100001100001,28.0,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",16,3.5,3.5,0.0,23.0,0,0,5,5,28.0
steps_1000_T10_to_001,15,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,16,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,17,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,18,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,19,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,20,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,21,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,22,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,23,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,24,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,25,010100100001,35.2,False,True,"{'O11': ['R'], 'O12': ['H'], 'O21': ['H'], 'O22': ['M']}",21,5.5,7.699999999999999,1.0,35.2,0,0,0,0,35.2
steps_1000_T10_to_001,26,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,27,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,28,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,29,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,30,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,31,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,32,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,33,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,34,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,35,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,36,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,37,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,38,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,39,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,40,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,41,100001010100,28.199999999999996,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",18,4.0,4.199999999999999,2.0,28.2,0,0,0,0,28.2
steps_1000_T10_to_001,42,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,43,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,44,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,45,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_1000_T10_to_001,46,001001010100,26.299999999999997,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,0,0,0,0,26.3
steps_1000_T10_to_001,47,100001010100,28.199999999999996,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",18,4.0,4.199999999999999,2.0,28.2,0,0,0,0,28.2
steps_1000_T10_to_001,48,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_1000_T10_to_001,49,100001010100,28.199999999999996,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",18,4.0,4.199999999999999,2.0,28.2,0,0,0,0,28.2
steps_1000_T10_to_001,50,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,51,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_1000_T10_to_001,52,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,53,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,54,010001010100,33.3,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['R'], 'O22': ['H']}",20,2.5,2.8,3.0,28.3,0,0,5,5,33.3
steps_1000_T10_to_001,55,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,56,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,57,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,58,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_1000_T10_to_001,59,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,60,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,61,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,62,001001010001,18.0,True,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",16,0.0,0.0,2.0,18.0,0,0,0,0,18.0
steps_1000_T10_to_001,63,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
steps_1000_T10_to_001,64,100001010001,19.900000000000006,False,True,"{'O11': ['H'], 'O12': ['M'], 'O21': ['R'], 'O22': ['M']}",15,1.5,1.4,2.0,19.9,0,0,0,0,19.9
steps_1000_T10_to_001,65,001001100001,26.1,False,True,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",17,2.0,2.0999999999999996,0.0,21.1,0,0,5,5,26.1
steps_1000_T10_to_001,66,010001100001,23.1,False,True,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H'], 'O22': ['M']}",18,2.0,2.0999999999999996,1.0,23.1,0,0,0,0,23.1
