bitstring,bitstring_tuple,bitstring_excel,feasible,assignment,processing,workload,ergonomic,safety,original_cost,assignment_penalty,skill_penalty,robot_utilization_penalty,total_penalty,total_cost
001110010100,"(0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0)","=""001110010100""",False,"{'O11': ['M'], 'O12': ['H', 'R'], 'O21': ['R'], 'O22': ['H']}",27,6.0,8.399999999999999,2.0,43.4,20,20,5,45,88.4
100110100100,"(1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0)","=""100110100100""",False,"{'O11': ['H'], 'O12': ['H', 'R'], 'O21': ['H'], 'O22': ['H']}",27,9.5,11.899999999999999,0.0,48.4,20,20,0,40,88.4
001100100110,"(0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0)","=""001100100110""",False,"{'O11': ['M'], 'O12': ['H'], 'O21': ['H'], 'O22': ['H', 'R']}",30,8.0,10.5,0.0,48.5,20,20,0,40,88.5
101001001010,"(1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0)","=""101001001010""",False,"{'O11': ['H', 'M'], 'O12': ['M'], 'O21': ['M'], 'O22': ['R']}",26,1.5,1.4,0.0,28.9,20,40,0,60,88.9
011001010010,"(0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0)","=""011001010010""",False,"{'O11': ['R', 'M'], 'O12': ['M'], 'O21': ['R'], 'O22': ['R']}",26,0.0,0.0,3.0,29.0,20,20,20,60,89.0
000100001010,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0)","=""000100001010""",False,"{'O11': [], 'O12': ['H'], 'O21': ['M'], 'O22': ['R']}",20,3.5,5.6,0.0,29.1,20,40,0,60,89.1
001001101000,"(0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0)","=""001001101000""",False,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H', 'M'], 'O22': []}",20,2.0,2.0999999999999996,0.0,24.1,40,20,5,65,89.1
001110000001,"(0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1)","=""001110000001""",False,"{'O11': ['M'], 'O12': ['H', 'R'], 'O21': [], 'O22': ['M']}",20,3.5,5.6,0.0,29.1,40,20,0,60,89.1
101101100001,"(1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1)","=""101101100001""",False,"{'O11': ['H', 'M'], 'O12': ['H', 'M'], 'O21': ['H'], 'O22': ['M']}",28,7.0,9.1,0.0,44.1,40,0,5,45,89.1
011100100010,"(0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0)","=""011100100010""",False,"{'O11': ['R', 'M'], 'O12': ['H'], 'O21': ['H'], 'O22': ['R']}",30,5.5,7.699999999999999,1.0,44.2,20,20,5,45,89.2
100001000110,"(1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0)","=""100001000110""",False,"{'O11': ['H'], 'O12': ['M'], 'O21': [], 'O22': ['H', 'R']}",21,4.0,4.199999999999999,0.0,29.2,40,20,0,60,89.2
000001001101,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1)","=""000001001101""",False,"{'O11': [], 'O12': ['M'], 'O21': ['M'], 'O22': ['H', 'M']}",19,2.5,2.8,0.0,24.3,40,20,5,65,89.3
011000001100,"(0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0)","=""011000001100""",False,"{'O11': ['R', 'M'], 'O12': [], 'O21': ['M'], 'O22': ['H']}",23,2.5,2.8,1.0,29.3,40,20,0,60,89.3
100101001100,"(1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0)","=""100101001100""",False,"{'O11': ['H'], 'O12': ['H', 'M'], 'O21': ['M'], 'O22': ['H']}",27,7.5,9.799999999999999,0.0,44.3,20,20,5,45,89.3
101101010100,"(1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0)","=""101101010100""",False,"{'O11': ['H', 'M'], 'O12': ['H', 'M'], 'O21': ['R'], 'O22': ['H']}",30,7.5,9.799999999999999,2.0,49.3,40,0,0,40,89.3
110001110100,"(1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0)","=""110001110100""",False,"{'O11': ['H', 'R'], 'O12': ['M'], 'O21': ['H', 'R'], 'O22': ['H']}",29,6.0,6.3,3.0,44.3,40,0,5,45,89.3
000011100100,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0)","=""000011100100""",False,"{'O11': [], 'O12': ['R', 'M'], 'O21': ['H'], 'O22': ['H']}",20,4.5,4.8999999999999995,0.0,29.4,40,20,0,60,89.4
010100101100,"(0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0)","=""010100101100""",False,"{'O11': ['R'], 'O12': ['H'], 'O21': ['H', 'M'], 'O22': ['H']}",30,8.0,10.5,1.0,49.5,20,20,0,40,89.5
100010001010,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0)","=""100010001010""",False,"{'O11': ['H'], 'O12': ['R'], 'O21': ['M'], 'O22': ['R']}",22,1.5,1.4,0.0,24.9,0,60,5,65,89.9
101000010010,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0)","=""101000010010""",False,"{'O11': ['H', 'M'], 'O12': [], 'O21': ['R'], 'O22': ['R']}",20,1.5,1.4,2.0,24.9,40,20,5,65,89.9
110001000010,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0)","=""110001000010""",False,"{'O11': ['H', 'R'], 'O12': ['M'], 'O21': [], 'O22': ['R']}",21,1.5,1.4,1.0,24.9,40,20,5,65,89.9
001010011001,"(0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1)","=""001010011001""",False,"{'O11': ['M'], 'O12': ['R'], 'O21': ['R', 'M'], 'O22': ['M']}",23,0.0,0.0,2.0,25.0,20,40,5,65,90.0
010011001001,"(0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1)","=""010011001001""",False,"{'O11': ['R'], 'O12': ['R', 'M'], 'O21': ['M'], 'O22': ['M']}",24,0.0,0.0,1.0,25.0,20,40,5,65,90.0
100000101001,"(1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1)","=""100000101001""",False,"{'O11': ['H'], 'O12': [], 'O21': ['H', 'M'], 'O22': ['M']}",18,3.5,3.5,0.0,25.0,40,20,5,65,90.0
100010101001,"(1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1)","=""100010101001""",False,"{'O11': ['H'], 'O12': ['R'], 'O21': ['H', 'M'], 'O22': ['M']}",23,3.5,3.5,0.0,30.0,20,40,0,60,90.0
101000110001,"(1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1)","=""101000110001""",False,"{'O11': ['H', 'M'], 'O12': [], 'O21': ['H', 'R'], 'O22': ['M']}",21,3.5,3.5,2.0,30.0,60,0,0,60,90.0
110100000000,"(1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)","=""110100000000""",False,"{'O11': ['H', 'R'], 'O12': ['H'], 'O21': [], 'O22': []}",17,5.0,7.0,1.0,30.0,60,0,0,60,90.0
001010110000,"(0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0)","=""001010110000""",False,"{'O11': ['M'], 'O12': ['R'], 'O21': ['H', 'R'], 'O22': []}",19,2.0,2.0999999999999996,2.0,25.1,40,20,5,65,90.1
001101000000,"(0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0)","=""001101000000""",False,"{'O11': ['M'], 'O12': ['H', 'M'], 'O21': [], 'O22': []}",16,3.5,5.6,0.0,25.1,60,0,5,65,90.1
010010110001,"(0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1)","=""010010110001""",False,"{'O11': ['R'], 'O12': ['R'], 'O21': ['H', 'R'], 'O22': ['M']}",23,2.0,2.0999999999999996,3.0,30.1,20,20,20,60,90.1
010011100000,"(0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0)","=""010011100000""",False,"{'O11': ['R'], 'O12': ['R', 'M'], 'O21': ['H'], 'O22': []}",20,2.0,2.0999999999999996,1.0,25.1,40,20,5,65,90.1
100100110010,"(1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0)","=""100100110010""",False,"{'O11': ['H'], 'O12': ['H'], 'O21': ['H', 'R'], 'O22': ['R']}",27,7.0,9.1,2.0,45.1,20,20,5,45,90.1
010101110001,"(0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1)","=""010101110001""",False,"{'O11': ['R'], 'O12': ['H', 'M'], 'O21': ['H', 'R'], 'O22': ['M']}",29,5.5,7.699999999999999,3.0,45.2,40,0,5,45,90.2
100000011100,"(1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0)","=""100000011100""",False,"{'O11': ['H'], 'O12': [], 'O21': ['R', 'M'], 'O22': ['H']}",20,4.0,4.199999999999999,2.0,30.2,40,20,0,60,90.2
000010010101,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1)","=""000010010101""",False,"{'O11': [], 'O12': ['R'], 'O21': ['R'], 'O22': ['H', 'M']}",18,2.5,2.8,2.0,25.3,40,20,5,65,90.3
001000001101,"(0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1)","=""001000001101""",False,"{'O11': ['M'], 'O12': [], 'O21': ['M'], 'O22': ['H', 'M']}",20,2.5,2.8,0.0,25.3,40,20,5,65,90.3
001010001101,"(0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1)","=""001010001101""",False,"{'O11': ['M'], 'O12': ['R'], 'O21': ['M'], 'O22': ['H', 'M']}",25,2.5,2.8,0.0,30.3,20,40,0,60,90.3
011001000101,"(0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1)","=""011001000101""",False,"{'O11': ['R', 'M'], 'O12': ['M'], 'O21': [], 'O22': ['H', 'M']}",24,2.5,2.8,1.0,30.3,60,0,0,60,90.3
100110010100,"(1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0)","=""100110010100""",False,"{'O11': ['H'], 'O12': ['H', 'R'], 'O21': ['R'], 'O22': ['H']}",26,7.5,9.799999999999999,2.0,45.3,20,20,5,45,90.3
101100001100,"(1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0)","=""101100001100""",False,"{'O11': ['H', 'M'], 'O12': ['H'], 'O21': ['M'], 'O22': ['H']}",28,7.5,9.799999999999999,0.0,45.3,20,20,5,45,90.3
001100010110,"(0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0)","=""001100010110""",False,"{'O11': ['M'], 'O12': ['H'], 'O21': ['R'], 'O22': ['H', 'R']}",29,6.0,8.399999999999999,2.0,45.4,20,20,5,45,90.4
100100100110,"(1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0)","=""100100100110""",False,"{'O11': ['H'], 'O12': ['H'], 'O21': ['H'], 'O22': ['H', 'R']}",29,9.5,11.899999999999999,0.0,50.4,20,20,0,40,90.4
001100110101,"(0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1)","=""001100110101""",False,"{'O11': ['M'], 'O12': ['H'], 'O21': ['H', 'R'], 'O22': ['H', 'M']}",30,8.0,10.5,2.0,50.5,40,0,0,40,90.5
010101100101,"(0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1)","=""010101100101""",False,"{'O11': ['R'], 'O12': ['H', 'M'], 'O21': ['H'], 'O22': ['H', 'M']}",31,8.0,10.5,1.0,50.5,40,0,0,40,90.5
101001011001,"(1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1)","=""101001011001""",False,"{'O11': ['H', 'M'], 'O12': ['M'], 'O21': ['R', 'M'], 'O22': ['M']}",26,1.5,1.4,2.0,30.9,40,20,0,60,90.9
110001010010,"(1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0)","=""110001010010""",False,"{'O11': ['H', 'R'], 'O12': ['M'], 'O21': ['R'], 'O22': ['R']}",25,1.5,1.4,3.0,30.9,20,20,20,60,90.9
000000001000,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)","=""000000001000""",False,"{'O11': [], 'O12': [], 'O21': ['M'], 'O22': []}",6,0.0,0.0,0.0,6.0,60,20,5,85,91.0
000010001000,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)","=""000010001000""",False,"{'O11': [], 'O12': ['R'], 'O21': ['M'], 'O22': []}",11,0.0,0.0,0.0,11.0,40,40,0,80,91.0
011010001001,"(0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1)","=""011010001001""",False,"{'O11': ['R', 'M'], 'O12': ['R'], 'O21': ['M'], 'O22': ['M']}",25,0.0,0.0,1.0,26.0,20,40,5,65,91.0
100001101000,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)","=""100001101000""",False,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H', 'M'], 'O22': []}",19,3.5,3.5,0.0,26.0,40,20,5,65,91.0
100110000001,"(1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1)","=""100110000001""",False,"{'O11': ['H'], 'O12': ['H', 'R'], 'O21': [], 'O22': ['M']}",19,5.0,7.0,0.0,31.0,40,20,0,60,91.0
101001110000,"(1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0)","=""101001110000""",False,"{'O11': ['H', 'M'], 'O12': ['M'], 'O21': ['H', 'R'], 'O22': []}",22,3.5,3.5,2.0,31.0,60,0,0,60,91.0
000001110010,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0)","=""000001110010""",False,"{'O11': [], 'O12': ['M'], 'O21': ['H', 'R'], 'O22': ['R']}",20,2.0,2.0999999999999996,2.0,26.1,40,20,5,65,91.1
000100011001,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1)","=""000100011001""",False,"{'O11': [], 'O12': ['H'], 'O21': ['R', 'M'], 'O22': ['M']}",20,3.5,5.6,2.0,31.1,40,20,0,60,91.1
001001101010,"(0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0)","=""001001101010""",False,"{'O11': ['M'], 'O12': ['M'], 'O21': ['H', 'M'], 'O22': ['R']}",27,2.0,2.0999999999999996,0.0,31.1,20,40,0,60,91.1
001100000011,"(0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1)","=""001100000011""",False,"{'O11': ['M'], 'O12': ['H'], 'O21': [], 'O22': ['R', 'M']}",22,3.5,5.6,0.0,31.1,40,20,0,60,91.1
010000100011,"(0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1)","=""010000100011""",False,"{'O11': ['R'], 'O12': [], 'O21': ['H'], 'O22': ['R', 'M']}",21,2.0,2.0999999999999996,1.0,26.1,40,20,5,65,91.1
011010100000,"(0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0)","=""011010100000""",False,"{'O11': ['R', 'M'], 'O12': ['R'], 'O21': ['H'], 'O22': []}",21,2.0,2.0999999999999996,1.0,26.1,40,20,5,65,91.1
110100100010,"(1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0)","=""110100100010""",False,"{'O11': ['H', 'R'], 'O12': ['H'], 'O21': ['H'], 'O22': ['R']}",29,7.0,9.1,1.0,46.1,20,20,5,45,91.1
000100110000,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0)","=""000100110000""",False,"{'O11': [], 'O12': ['H'], 'O21': ['H', 'R'], 'O22': []}",16,5.5,7.699999999999999,2.0,31.2,60,0,0,60,91.2
011100110001,"(0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1)","=""011100110001""",False,"{'O11': ['R', 'M'], 'O12': ['H'], 'O21': ['H', 'R'], 'O22': ['M']}",30,5.5,7.699999999999999,3.0,46.2,40,0,5,45,91.2
110000001100,"(1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0)","=""110000001100""",False,"{'O11': ['H', 'R'], 'O12': [], 'O21': ['M'], 'O22': ['H']}",22,4.0,4.199999999999999,1.0,31.2,40,20,0,60,91.2
000011010100,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0)","=""000011010100""",False,"{'O11': [], 'O12': ['R', 'M'], 'O21': ['R'], 'O22': ['H']}",19,2.5,2.8,2.0,26.3,40,20,5,65,91.3
001011001100,"(0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0)","=""001011001100""",False,"{'O11': ['M'], 'O12': ['R', 'M'], 'O21': ['M'], 'O22': ['H']}",26,2.5,2.8,0.0,31.3,20,40,0,60,91.3
010010000101,"(0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1)","=""010010000101""",False,"{'O11': ['R'], 'O12': ['R'], 'O21': [], 'O22': ['H', 'M']}",20,2.5,2.8,1.0,26.3,40,20,5,65,91.3
000001100110,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0)","=""000001100110""",False,"{'O11': [], 'O12': ['M'], 'O21': ['H'], 'O22': ['H', 'R']}",22,4.5,4.8999999999999995,0.0,31.4,40,20,0,60,91.4
010100011100,"(0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0)","=""010100011100""",False,"{'O11': ['R'], 'O12': ['H'], 'O21': ['R', 'M'], 'O22': ['H']}",29,6.0,8.399999999999999,3.0,46.4,20,20,5,45,91.4
001101110100,"(0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0)","=""001101110100""",False,"{'O11': ['M'], 'O12': ['H', 'M'], 'O21': ['H', 'R'], 'O22': ['H']}",31,8.0,10.5,2.0,51.5,40,0,0,40,91.5
011100100101,"(0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1)","=""011100100101""",False,"{'O11': ['R', 'M'], 'O12': ['H'], 'O21': ['H'], 'O22': ['H', 'M']}",32,8.0,10.5,1.0,51.5,40,0,0,40,91.5
100010011001,"(1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1)","=""100010011001""",False,"{'O11': ['H'], 'O12': ['R'], 'O21': ['R', 'M'], 'O22': ['M']}",22,1.5,1.4,2.0,26.9,20,40,5,65,91.9
000011000001,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1)","=""000011000001""",False,"{'O11': [], 'O12': ['R', 'M'], 'O21': [], 'O22': ['M']}",12,0.0,0.0,0.0,12.0,60,20,0,80,92.0
010001001011,"(0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1)","=""010001001011""",False,"{'O11': ['R'], 'O12': ['M'], 'O21': ['M'], 'O22': ['R', 'M']}",26,0.0,0.0,1.0,27.0,20,40,5,65,92.0
011000000000,"(0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0)","=""011000000000""",False,"{'O11': ['R', 'M'], 'O12': [], 'O21': [], 'O22': []}",11,0.0,0.0,1.0,12.0,80,0,0,80,92.0
100010110000,"(1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0)","=""100010110000""",False,"{'O11': ['H'], 'O12': ['R'], 'O21': ['H', 'R'], 'O22': []}",18,3.5,3.5,2.0,27.0,40,20,5,65,92.0
100101000000,"(1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0)","=""100101000000""",False,"{'O11': ['H'], 'O12': ['H', 'M'], 'O21': [], 'O22': []}",15,5.0,7.0,0.0,27.0,60,0,5,65,92.0
001000110010,"(0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0)","=""001000110010""",False,"{'O11': ['M'], 'O12': [], 'O21': ['H', 'R'], 'O22': ['R']}",21,2.0,2.0999999999999996,2.0,27.1,40,20,5,65,92.1
001101000010,"(0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0)","=""001101000010""",False,"{'O11': ['M'], 'O12': ['H', 'M'], 'O21': [], 'O22': ['R']}",23,3.5,5.6,0.0,32.1,40,20,0,60,92.1
100000001101,"(1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1)","=""100000001101""",False,"{'O11': ['H'], 'O12': [], 'O21': ['M'], 'O22': ['H', 'M']}",19,4.0,4.199999999999999,0.0,27.2,40,20,5,65,92.2
100010001101,"(1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1)","=""100010001101""",False,"{'O11': ['H'], 'O12': ['R'], 'O21': ['M'], 'O22': ['H', 'M']}",24,4.0,4.199999999999999,0.0,32.2,20,40,0,60,92.2
101000010101,"(1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1)","=""101000010101""",False,"{'O11': ['H', 'M'], 'O12': [], 'O21': ['R'], 'O22': ['H', 'M']}",22,4.0,4.199999999999999,2.0,32.2,60,0,0,60,92.2
110001000101,"(1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1)","=""110001000101""",False,"{'O11': ['H', 'R'], 'O12': ['M'], 'O21': [], 'O22': ['H', 'M']}",23,4.0,4.199999999999999,1.0,32.2,60,0,0,60,92.2
010010010101,"(0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1)","=""010010010101""",False,"{'O11': ['R'], 'O12': ['R'], 'O21': ['R'], 'O22': ['H', 'M']}",24,2.5,2.8,3.0,32.3,20,20,20,60,92.3
010011000100,"(0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0)","=""010011000100""",False,"{'O11': ['R'], 'O12': ['R', 'M'], 'O21': [], 'O22': ['H']}",21,2.5,2.8,1.0,27.3,40,20,5,65,92.3
100100010110,"(1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0)","=""100100010110""",False,"{'O11': ['H'], 'O12': ['H'], 'O21': ['R'], 'O22': ['H', 'R']}",28,7.5,9.799999999999999,2.0,47.3,20,20,5,45,92.3
001000100110,"(0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0)","=""001000100110""",False,"{'O11': ['M'], 'O12': [], 'O21': ['H'], 'O22': ['H', 'R']}",23,4.5,4.8999999999999995,0.0,32.4,40,20,0,60,92.4
010101010101,"(0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1)","=""010101010101""",False,"{'O11': ['R'], 'O12': ['H', 'M'], 'O21': ['R'], 'O22': ['H', 'M']}",30,6.0,8.399999999999999,3.0,47.4,40,0,5,45,92.4
100100110101,"(1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1)","=""100100110101""",False,"{'O11': ['H'], 'O12': ['H'], 'O21': ['H', 'R'], 'O22': ['H', 'M']}",29,9.5,11.899999999999999,2.0,52.4,40,0,0,40,92.4
001100101100,"(0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0)","=""001100101100""",False,"{'O11': ['M'], 'O12': ['H'], 'O21': ['H', 'M'], 'O22': ['H']}",29,8.0,10.5,0.0,47.5,20,20,5,45,92.5
011101100100,"(0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0)","=""011101100100""",False,"{'O11': ['R', 'M'], 'O12': ['H', 'M'], 'O21': ['H'], 'O22': ['H']}",33,8.0,10.5,1.0,52.5,40,0,0,40,92.5
110010001001,"(1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1)","=""110010001001""",False,"{'O11': ['H', 'R'], 'O12': ['R'], 'O21': ['M'], 'O22': ['M']}",24,1.5,1.4,1.0,27.9,20,40,5,65,92.9
000000001010,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0)","=""000000001010""",False,"{'O11': [], 'O12': [], 'O21': ['M'], 'O22': ['R']}",13,0.0,0.0,0.0,13.0,40,40,0,80,93.0
001001011010,"(0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0)","=""001001011010""",False,"{'O11': ['M'], 'O12': ['M'], 'O21': ['R', 'M'], 'O22': ['R']}",26,0.0,0.0,2.0,28.0,20,40,5,65,93.0
100001101010,"(1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0)","=""100001101010""",False,"{'O11': ['H'], 'O12': ['M'], 'O21': ['H', 'M'], 'O22': ['R']}",26,3.5,3.5,0.0,33.0,20,40,0,60,93.0
100100000011,"(1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1)","=""100100000011""",False,"{'O11': ['H'], 'O12': ['H'], 'O21': [], 'O22': ['R', 'M']}",21,5.0,7.0,0.0,33.0,40,20,0,60,93.0
101011100001,"(1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1)","=""101011100001""",False,"{'O11': ['H', 'M'], 'O12': ['R', 'M'], 'O21': ['H'], 'O22': ['M']}",26,3.5,3.5,0.0,33.0,40,20,0,60,93.0
101100000000,"(1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0)","=""101100000000""",False,"{'O11': ['H', 'M'], 'O12': ['H'], 'O21': [], 'O22': []}",16,5.0,7.0,0.0,28.0,60,0,5,65,93.0
110010100000,"(1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0)","=""110010100000""",False,"{'O11': ['H', 'R'], 'O12': ['R'], 'O21': ['H'], 'O22': []}",20,3.5,3.5,1.0,28.0,40,20,5,65,93.0
001100011000,"(0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0)","=""001100011000""",False,"{'O11': ['M'], 'O12': ['H'], 'O21': ['R', 'M'], 'O22': []}",22,3.5,5.6,2.0,33.1,40,20,0,60,93.1
010001110010,"(0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0)","=""010001110010""",False,"{'O11': ['R'], 'O12': ['M'], 'O21': ['H', 'R'], 'O22': ['R']}",26,2.0,2.0999999999999996,3.0,33.1,20,20,20,60,93.1
010101001000,"(0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0)","=""010101001000""",False,"{'O11': ['R'], 'O12': ['H', 'M'], 'O21': ['M'], 'O22': []}",23,3.5,5.6,1.0,33.1,40,20,0,60,93.1
011000100010,"(0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0)","=""011000100010""",False,"{'O11': ['R', 'M'], 'O12': [], 'O21': ['H'], 'O22': ['R']}",23,2.0,2.0999999999999996,1.0,28.1,40,20,5,65,93.1
110100110001,"(1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1)","=""110100110001""",False,"{'O11': ['H', 'R'], 'O12': ['H'], 'O21': ['H', 'R'], 'O22': ['M']}",29,7.0,9.1,3.0,48.1,40,0,5,45,93.1
000110100001,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1)","=""000110100001""",False,"{'O11': [], 'O12': ['H', 'R'], 'O21': ['H'], 'O22': ['M']}",20,5.5,7.699999999999999,0.0,33.2,40,20,0,60,93.2
100011001100,"(1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0)","=""100011001100""",False,"{'O11': ['H'], 'O12': ['R', 'M'], 'O21': ['M'], 'O22': ['H']}",25,4.0,4.199999999999999,0.0,33.2,20,40,0,60,93.2
000001010110,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0)","=""000001010110""",False,"{'O11': [], 'O12': ['M'], 'O21': ['R'], 'O22': ['H', 'R']}",21,2.5,2.8,2.0,28.3,40,20,5,65,93.3
001001001110,"(0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0)","=""001001001110""",False,"{'O11': ['M'], 'O12': ['M'], 'O21': ['M'], 'O22': ['H', 'R']}",28,2.5,2.8,0.0,33.3,20,40,0,60,93.3
010011010100,"(0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0)","=""010011010100""",False,"{'O11': ['R'], 'O12': ['R', 'M'], 'O21': ['R'], 'O22': ['H']}",25,2.5,2.8,3.0,33.3,20,20,20,60,93.3
