solver,status,objective_scaled,objective_unscaled,bitstring,feasible,num_violations,processing,start_time,workload,ergonomic,safety,original_cost,assignment_start_penalty,skill_penalty,horizon_penalty,precedence_penalty,resource_overlap_penalty,robot_utilization_penalty,total_penalty,total_cost,schedule
CP-SAT,OPTIMAL,188.0,18.8,000000000000100000000000000000010000000000100000000000000000000000000100,True,0,16.0,0.8,0.0,0.0,2.0,18.8,0.0,0.0,0.0,0.0,0.0,0,0.0,18.8,"{'O11': [{'resource': 'M', 'start': 0, 'duration': 1, 'end': 1}], 'O12': [{'resource': 'M', 'start': 1, 'duration': 2, 'end': 3}], 'O21': [{'resource': 'R', 'start': 0, 'duration': 2, 'end': 2}], 'O22': [{'resource': 'M', 'start': 3, 'duration': 1, 'end': 4}]}"
