search_name,total_reads,feasible_reads,feasibility_rate,feasibility_ci_lower,feasibility_ci_upper,num_instances,mean_feasible_cost,mean_feasible_cost_ci_lower,mean_feasible_cost_ci_upper,mean_gap_to_cpsat,mean_gap_ci_lower,mean_gap_ci_upper,mean_best_gap_to_cpsat_across_instances,best_gap_ci_lower,best_gap_ci_upper,min_best_gap_to_cpsat,max_best_gap_to_cpsat
structure_aware_cpsat_seed,100,97,0.97,0.915479219195973,0.9897456617765851,10,34.16082474226804,33.49690721649485,34.840257731958765,4.60618556701031,3.9432216494845362,5.2783762886597945,3.552713678800501e-16,0.0,1.0658141036401502e-15,0.0,3.552713678800501e-15
structure_aware_random_seed,200,198,0.99,0.9642775148038205,0.9972533993962251,10,35.62828282828283,35.29493686868687,35.96313131313131,6.063636363636364,5.722714646464646,6.404570707070708,2.400000000000001,2.1800000000000006,2.72,2.0,3.6000000000000014
