human_reward,human_assignments_mean,human_assignments_std,human_assignments_min,human_assignments_max,reward_adjusted_objective_mean,reward_adjusted_objective_std,reward_adjusted_objective_min,reward_adjusted_objective_max,total_cost_without_reward_mean,total_cost_without_reward_std,total_cost_without_reward_min,total_cost_without_reward_max,start_time_cost_mean,start_time_cost_std,start_time_cost_min,start_time_cost_max,assignment_cost_mean,assignment_cost_std,assignment_cost_min,assignment_cost_max,workload_mean,workload_std,workload_min,workload_max,ergonomic_mean,ergonomic_std,ergonomic_min,ergonomic_max,wall_seconds_mean,wall_seconds_std,wall_seconds_min,wall_seconds_max
0,0.0,0.0,0,0,45.685,1.3283343789205422,44.15,47.849999999999994,45.685,1.3283343789205422,44.15,47.849999999999994,5.335,1.1503743352105487,3.75,6.8500000000000005,40.35,0.3922867431979918,39.6,40.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8766091108322143,0.09686624361107829,1.7615339756011963,2.1084678173065186
1,0.0,0.0,0,0,45.685,1.3283343789205422,44.15,47.849999999999994,45.685,1.3283343789205422,44.15,47.849999999999994,5.355,1.1809718220365992,3.75,7.05,40.33,0.3591656999213578,39.6,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8861821651458741,0.106130247043927,1.7614350318908691,2.150496006011963
2,1.4,0.699205898780101,0,2,45.475,1.2728467656748366,44.05,47.55,48.275,1.7820478232764836,46.05,50.55,5.235,1.19514062398996,3.75,6.8500000000000005,40.74,0.33730961708462537,40.2,41.2,1.4,0.699205898780101,0.0,2.0,0.9,0.4472135954999579,0.0,1.5,1.8502283096313477,0.05975194225146313,1.7483572959899902,1.9378068447113037
3,8.7,1.1595018087284057,6,10,41.269999999999996,1.903972455449685,38.599999999999994,44.54999999999999,67.37,2.44235769516079,62.54999999999999,70.60000000000001,5.5,1.3057564857200592,3.7,7.249999999999999,43.98,0.8350648677398281,42.09999999999999,44.99999999999999,10.6,1.7919573407620815,7.5,13.0,7.290000000000001,1.1406138698087096,5.7,9.3,1.9046761989593506,0.1730570521798158,1.7532069683074951,2.3554389476776123
4,14.2,1.1352924243950935,12,16,29.304999999999996,3.0131609463964746,25.44999999999999,34.7,86.10499999999999,3.077377129959861,82.7,92.15,7.135,1.685567823876835,5.050000000000001,9.05,47.28,1.471054043874662,45.3,50.5,19.0,1.7950549357115013,16.5,23.0,12.69,1.510297983842923,11.099999999999998,15.599999999999998,2.4359384298324587,0.9849679031047137,1.7870969772338867,4.780967950820923
5,15.8,0.42163702135578396,15,16,13.940000000000001,3.579944133642313,9.549999999999985,20.94999999999999,92.94,2.8991186400161184,89.54999999999998,96.55,8.16,2.2652937018310793,5.25,10.9,48.15,1.1955937622973989,46.9,50.5,22.5,1.6158932858054431,19.0,24.5,14.129999999999999,1.417391971192161,11.999999999999998,16.2,3.0472461462020872,1.272320052602606,1.804574966430664,4.81996488571167
