best_energy,best_bitstring,final_energy,accepted_moves,restart,gap_to_bruteforce,matches_bruteforce_energy,matches_bruteforce_bitstring
7.5,000001000000001,7.500000000000092,24,0,2.2,False,False
5.700000000000003,000010000010000,5.700000000000031,4,1,0.400000000000003,False,False
6.100000000000001,100000000010000,6.099999999999852,7,2,0.8000000000000016,False,False
7.5,000001000000001,7.5,6,3,2.2,False,False
6.5,001000000010000,6.500000000000163,14,4,1.2000000000000002,False,False
5.900000000000006,010000000000001,5.900000000000013,2,5,0.6000000000000059,False,False
5.300000000000001,100000000000100,5.299999999999869,7,6,8.881784197001252e-16,True,True
5.5,000010000100000,5.5000000000000355,19,7,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.300000000000026,10,8,8.881784197001252e-16,True,True
5.699999999999999,100000001000000,5.700000000000017,14,9,0.39999999999999947,False,False
5.300000000000001,100000000000100,5.30000000000004,6,10,8.881784197001252e-16,True,True
6.100000000000001,100000000010000,6.100000000000094,7,11,0.8000000000000016,False,False
7.5,000001000000001,7.5000000000000355,20,12,2.2,False,False
5.899999999999999,100000000100000,5.899999999999956,6,13,0.5999999999999988,False,False
5.899999999999999,000001000010000,5.89999999999997,19,14,0.5999999999999988,False,False
5.700000000000003,010000000000010,5.700000000000042,5,15,0.400000000000003,False,False
5.899999999999999,100000000100000,5.899999999999771,15,16,0.5999999999999988,False,False
5.899999999999999,000001000010000,5.8999999999998,17,17,0.5999999999999988,False,False
6.100000000000001,010000000100000,6.099999999999998,9,18,0.8000000000000016,False,False
5.5,000010000100000,5.500000000000007,6,19,0.20000000000000018,False,False
5.700000000000003,000010000010000,5.699999999999953,8,20,0.400000000000003,False,False
6.100000000000001,001000000000001,6.099999999999774,10,21,0.8000000000000016,False,False
6.100000000000001,001000000000001,6.100000000000016,2,22,0.8000000000000016,False,False
5.5,000010000100000,5.499999999999972,6,23,0.20000000000000018,False,False
6.100000000000001,010000000100000,6.100000000000058,8,24,0.8000000000000016,False,False
5.700000000000003,010000000000010,5.699999999999989,3,25,0.400000000000003,False,False
5.700000000000003,010000000000010,5.700000000000031,19,26,0.400000000000003,False,False
5.899999999999999,100000000100000,5.900000000000006,3,27,0.5999999999999988,False,False
5.899999999999999,000001000010000,5.899999999999999,8,28,0.5999999999999988,False,False
5.899999999999999,000001000010000,5.900000000000027,26,29,0.5999999999999988,False,False
6.300000000000004,010000000010000,6.300000000000175,13,30,1.0000000000000044,False,False
5.700000000000003,010000000000010,5.699999999999793,14,31,0.400000000000003,False,False
5.5,100000000000010,5.4999999999999645,20,32,0.20000000000000018,False,False
5.899999999999999,000001000010000,5.900000000000098,16,33,0.5999999999999988,False,False
7.5,000001000000001,7.50000000000005,6,34,2.2,False,False
6.300000000000004,010000000010000,6.300000000000004,12,35,1.0000000000000044,False,False
7.5,000001000000001,7.500000000000028,20,36,2.2,False,False
