best_energy,best_bitstring,final_energy,accepted_moves,restart,gap_to_bruteforce,matches_bruteforce_energy,matches_bruteforce_bitstring
5.700000000000003,100000000000001,5.699999999999875,17,0,0.400000000000003,False,False
5.300000000000001,100000000000100,5.300000000000182,26,1,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.300000000000072,25,2,8.881784197001252e-16,True,True
5.899999999999999,100000000100000,5.900000000000134,53,3,0.5999999999999988,False,False
5.699999999999999,100000001000000,5.700000000000006,19,4,0.39999999999999947,False,False
5.300000000000001,100000000000100,5.300000000000079,34,5,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,7.10000000000025,25,6,8.881784197001252e-16,True,True
5.899999999999999,000001000010000,6.1000000000000085,21,7,0.5999999999999988,False,False
6.100000000000001,001000000000001,6.1000000000000085,14,8,0.8000000000000016,False,False
5.700000000000003,000010000010000,6.1000000000001435,21,9,0.400000000000003,False,False
5.700000000000003,000010000010000,5.700000000000131,15,10,0.400000000000003,False,False
5.5,000010000100000,6.300000000000075,23,11,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.299999999999827,16,12,8.881784197001252e-16,True,True
5.899999999999999,000001000010000,5.899999999999771,19,13,0.5999999999999988,False,False
5.700000000000003,100000000000001,5.7000000000000455,18,14,0.400000000000003,False,False
5.900000000000006,010000000000001,5.8999999999999595,37,15,0.6000000000000059,False,False
5.5,100000000000010,5.900000000000148,29,16,0.20000000000000018,False,False
6.100000000000001,001000000000001,7.299999999999997,24,17,0.8000000000000016,False,False
5.699999999999999,100000001000000,5.700000000000053,17,18,0.39999999999999947,False,False
6.5,001000000010000,6.5,20,19,1.2000000000000002,False,False
5.699999999999999,100000001000000,6.100000000000055,31,20,0.39999999999999947,False,False
5.700000000000003,010000000000010,5.8999999999999915,37,21,0.400000000000003,False,False
5.5,100000000000010,6.099999999999806,17,22,0.20000000000000018,False,False
5.300000000000001,100000000000100,5.700000000000074,22,23,8.881784197001252e-16,True,True
5.700000000000003,000010000010000,5.899999999999679,24,24,0.400000000000003,False,False
5.700000000000003,100000000000001,5.699999999999925,40,25,0.400000000000003,False,False
5.700000000000003,010000000000010,5.699999999999946,15,26,0.400000000000003,False,False
5.300000000000001,100000000000100,6.500000000000007,24,27,8.881784197001252e-16,True,True
5.700000000000003,000010000010000,6.099999999999817,18,28,0.400000000000003,False,False
5.699999999999999,100000001000000,5.699999999999804,28,29,0.39999999999999947,False,False
5.300000000000001,100000000000100,5.299999999999997,38,30,8.881784197001252e-16,True,True
5.300000000000001,100000000000100,5.900000000000034,22,31,8.881784197001252e-16,True,True
5.900000000000006,010000000000001,5.899999999999768,65,32,0.6000000000000059,False,False
5.700000000000003,000010000010000,6.100000000000001,43,33,0.400000000000003,False,False
5.300000000000001,100000000000100,5.2999999999999545,35,34,8.881784197001252e-16,True,True
6.300000000000004,010000000010000,6.30000000000004,24,35,1.0000000000000044,False,False
5.700000000000003,000010000010000,7.500000000000135,15,36,0.400000000000003,False,False
5.5,000010000100000,7.299999999999976,19,37,0.20000000000000018,False,False
5.700000000000003,100000000000001,6.100000000000001,21,38,0.400000000000003,False,False
5.5,100000000000010,5.699999999999939,35,39,0.20000000000000018,False,False
5.699999999999999,100000001000000,6.500000000000192,26,40,0.39999999999999947,False,False
5.700000000000003,000010000010000,7.299999999999969,21,41,0.400000000000003,False,False
5.5,000010000100000,6.099999999999991,19,42,0.20000000000000018,False,False
5.700000000000003,000010000010000,6.299999999999983,26,43,0.400000000000003,False,False
5.5,000010000100000,5.900000000000041,25,44,0.20000000000000018,False,False
5.699999999999999,100000001000000,5.699999999999974,17,45,0.39999999999999947,False,False
5.5,000010000100000,7.50000000000005,20,46,0.20000000000000018,False,False
5.900000000000006,010000000000001,5.899999999999828,17,47,0.6000000000000059,False,False
5.900000000000006,010000000000001,7.499999999999833,22,48,0.6000000000000059,False,False
5.5,100000000000010,5.499999999999929,20,49,0.20000000000000018,False,False
5.699999999999999,100000001000000,5.700000000000017,21,50,0.39999999999999947,False,False
6.5,001000000010000,6.500000000000057,30,51,1.2000000000000002,False,False
5.300000000000001,100000000000100,5.69999999999996,22,52,8.881784197001252e-16,True,True
5.5,000010000100000,5.500000000000064,25,53,0.20000000000000018,False,False
5.700000000000003,000010000010000,7.299999999999784,18,54,0.400000000000003,False,False
5.700000000000003,010000000000010,7.300000000000118,29,55,0.400000000000003,False,False
5.5,100000000000010,5.700000000000216,18,56,0.20000000000000018,False,False
5.899999999999999,000001000010000,5.899999999999984,15,57,0.5999999999999988,False,False
5.5,100000000000010,5.499999999999957,19,58,0.20000000000000018,False,False
5.699999999999999,100000001000000,6.100000000000044,29,59,0.39999999999999947,False,False
5.899999999999999,000001000010000,5.899999999999867,42,60,0.5999999999999988,False,False
5.5,000010000100000,5.700000000000145,22,61,0.20000000000000018,False,False
